movies_id,id,year,exclude,film,lead_studio,rotten_tomatoes,audience_score,story,genre,number_of_theatres_in_opening_weekend,box_office_average_per_cinema,domestic_gross,foreign_gross,worldwide_gross,budget,profit,proftitability,opening_weekend,oscar,bafta,source,column
movies-0166,167,201,,battle: los angeles,relativity media,35.0,50,monster force,action,3417.0,10411.0,83.55,128.27,211.82,70.0,141.82,302.60%,35.57,,,http://boxofficemojo.com/movies/?id=battlelosangeles.htm,
movies-0167,168,201,,bad teacher,independant,44.0,38,comedy,comedy,3049.0,10365.0,100.29,115.9,216.2,20.0,196.2,1080.98%,31.6,,,http://boxofficemojo.com/movies/?id=badteacher.htm,
movies-0168,169,201,,immortals,relativity media,36.0,59,revenge,action,3112.0,10349.0,80.49,102,182.49,75.0,107.49,243.31%,32.21,,,http://boxofficemojo.com/movies/?id=warofgods.htm,
movies-0169,170,201,,the help,dreamworks pictures,75.0,91,maturation,drama,2534.0,10278.0,169.22,30.1,199.32,25.0,174.32,797.30%,26.04,,,http://boxofficemojo.com/movies/?id=help2011.htm,
movies-0170,171,201,,rio,20th century fox,71.0,73,quest,animation,3826.0,10252.0,143.62,341.02,484.63,90.0,394.63,538.48%,39.23,,,http://boxofficemojo.com/movies/?id=rio.htm,
movies-0171,172,201,,rango,paramount,88.0,69,fish out of water,animation,3917.0,9722.0,123.26,121.9,245.15,135.0,110.15,181.60%,38.08,,,http://boxofficemojo.com/movies/?id=rango.htm,
movies-0172,173,201,,cowboys and aliens,universal,44.0,50,monster force,action,3750.0,9715.0,100.24,74.58,174.82,163.0,11.82,107.25%,36.43,,,http://boxofficemojo.com/movies/?id=cowboysandaliens.htm,
movies-0173,174,201,,the green hornet,columbia,44.0,47,rivalry,action,3584.0,9335.0,98.8,129,227.8,120.0,107.8,189.83%,33.5,,,http://boxofficemojo.com/movies/?id=greenhornet.htm,
movies-0174,175,201,,horrible bosses,warner bros,69.0,72,revenge,comedy,3040.0,9310.0,117.54,92.1,209.64,35.0,174.64,598.97%,28.3,,,http://boxofficemojo.com/movies/?id=horriblebosses.htm,
movies-0175,176,201,,bridesmaids,relativity media,90.0,77,rivalry,comedy,2918.0,8995.0,169.11,119.28,288.38,32.5,255.88,887.33%,26.25,,,http://boxofficemojo.com/movies/?id=wiigapatow.htm,
movies-0176,177,201,,hugo,paramount,93.0,84,,adventure,1277.0,8899.0,,,,,0.0,,11.36,,,,
movies-0177,178,201,,puss in boots,dreamworks,83.0,76,quest,animation,3952.0,8623.0,142.09,142.3,284.39,130.0,154.39,218.76%,34.08,,,http://boxofficemojo.com/movies/?id=pussinboots12.htm,
movies-0178,179,201,,just go with it,happy madison,19.0,63,comedy,romance,3548.0,8601.0,103.03,111.92,214.95,80.0,134.95,268.68%,30.51,,,http://boxofficemojo.com/movies/?id=thepretendwife.htm,
movies-0179,180,201,,the muppets,disney,97.0,87,quest,comedy,3440.0,8500.0,66.63,5.8,72.43,45.0,27.43,160.95%,29.24,,,http://boxofficemojo.com/movies/?id=themuppets.htm,
movies-0180,181,201,,gnomeo and juliet,disney,56.0,52,love,animation,2994.0,8469.0,99.97,94,193.97,36.0,157.97,538.80%,25.36,,,http://www.imdb.com/title/tt0377981/,
movies-0181,182,201,,real steel,dreamworks pictures,58.0,81,underdog,action,3440.0,7942.0,83.61,186.2,269.81,110.0,159.81,245.28%,27.32,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/10/movie-projector-real-steel-ides-of-march.html,
movies-0182,183,201,,diary of a wimpy kid 2: rodrick rules,20th century fox,47.0,63,comedy,comedy,3167.0,7500.0,52.7,19.72,72.42,21.0,51.42,344.84%,23.75,,,http://boxofficemojo.com/movies/?id=diaryofawimpykid2.htm,
movies-0183,184,201,,the adjustment bureau,independant,72.0,67,sacrifice,thriller,2840.0,7450.0,62.5,65.37,127.87,50.2,77.67,254.72%,21.16,,,http://boxofficemojo.com/movies/?id=adjustmentbureau.htm,
movies-0184,185,201,,jack and jill,happy madison,4.0,59,comedy,comedy,3438.0,7273.0,68.91,15,83.91,79.0,4.91,106.22%,25.0,,,http://boxofficemojo.com/movies/?id=jackandjill.htm,
movies-0185,186,201,,,independant,55.0,57,the riddle,thriller,3043.0,7183.0,63.69,67.1,130.79,30.0,100.79,435.95%,21.86,,,http://boxofficemojo.com/movies/?id=unknownwhitemale11.htm,
movies-0186,187,201,,my week with marilyn,the weinstein company,83.0,84,love,drama,247.0,7174.0,5.31,2.95,8.26,10.0,-1.74,82.58%,1.75,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/11/muppets-arthur-christmas-hugo-box-office.html,
movies-0187,188,201,,tower heist,relativity,68.0,61,revenge,comedy,3367.0,7135.0,74.5,47,121.5,75.0,46.5,162.01%,24.03,,,http://boxofficemojo.com/movies/?id=towerheist.htm,
movies-0188,189,201,,contagion,warner bros,84.0,63,the riddle,thriller,3222.0,6935.0,75.64,59.8,135.44,60.0,75.44,225.74%,22.4,,,http://boxofficemojo.com/movies/?id=contagion.htm,
movies-0189,190,201,,limitless,virgin,69.0,73,wretched excess,thriller,2756.0,6860.0,79.25,82.6,161.85,27.0,134.85,599.44%,18.91,,,http://boxofficemojo.com/movies/?id=darkfields.htm,
movies-0190,191,201,,moneyball,columbia,95.0,89,underdog,drama,2993.0,6516.0,74.21,27.9,102.11,50.0,52.11,204.22%,19.5,,,http://boxofficemojo.com/movies/?id=moneyball.htm,
movies-0191,192,201,,no strings attached,spyglass entertainment,49.0,57,comedy,comedy,3018.0,6512.0,70.6,77.1,147.7,25.0,122.7,590.80%,19.7,,,http://boxofficemojo.com/movies/?id=friendswithbenefits.htm,
movies-0192,193,201,,friends with benefits,warner bros,71.0,68,temptation,romance,2926.0,6364.0,55.8,93.74,149.54,35.0,114.54,427.26%,18.62,,,http://boxofficemojo.com/movies/?id=friendswithbenefits10.htm,
movies-0193,194,201,,"crazy, stupid, love",warner bros,78.0,81,discovery,romance,3020.0,6326.0,84.34,58.5,142.84,50.0,92.84,285.68%,19.1,,,http://boxofficemojo.com/movies/?id=crazystupidlove.htm,
movies-0194,195,201,,sucker punch,legendary pictures,23.0,48,quest,action,3033.0,6284.0,36.39,53.4,89.79,82.0,7.79,109.50%,19.06,,,http://boxofficemojo.com/movies/?id=suckerpunch.htm,
movies-0195,196,201,,i am number four,paramount,32.0,57,maturation,thriller,3154.0,6167.0,55.1,89.4,144.5,60.0,84.5,240.83%,19.45,,,http://boxofficemojo.com/movies/?id=iamnumberfour.htm,
movies-0196,197,201,,the company men,weinstein company,66.0,55,discovery,drama,106.0,6111.0,4.4,0.4,4.8,15.0,-10.2,32.00%,0.6,,,http://boxofficemojo.com/movies/?id=companymen.htm,
movies-0197,198,201,,the dilemma,spyglass entertainment,23.0,31,comedy,comedy,2940.0,6060.0,48.5,21.2,69.7,70.0,-0.3,99.57%,17.8,,,http://boxofficemojo.com/movies/?id=howardvaughnjames.htm,
movies-0198,199,201,,water for elephants,20th century fox,60.0,72,love,drama,2817.0,5979.0,58.71,58.39,117.09,38.0,79.09,308.14%,16.84,,,http://boxofficemojo.com/movies/?id=waterforelephants.htm,
movies-0199,200,201,,the roommate,independant,4.0,29,monster force,horror,2534.0,5921.0,37.3,3.19,40.49,16.0,24.49,253.08%,15.0,,,http://boxofficemojo.com/movies/?id=roommate10.htm,
movies-0200,201,201,,happy feet 2,village roadshow pictures,41.0,59,journey and return,animation,3606.0,5889.0,57.31,49.2,106.51,135.0,-28.49,78.89%,21.24,,,http://boxofficemojo.com/movies/?id=happyfeet2.htm,
movies-0201,202,201,,j.edgar,warner bros,42.0,84,wretched excess,drama,1910.0,5873.0,35.06,,35.06,35.0,0.06,100.16%,11.22,,,http://boxofficemojo.com/movies/?id=jedgar.htm,
movies-0202,203,201,,zookeeper,happy madison productions,14.0,42,comedy,comedy,3482.0,5763.0,80.36,89.94,170.3,80.0,90.3,212.88%,20.07,,,http://boxofficemojo.com/movies/?id=zookeeper.htm,
movies-0203,204,201,,final destination 5,new line cinema,61.0,56,monster force,horror,3155.0,5715.0,42.59,115.3,157.89,40.0,117.89,394.72%,18.03,,,http://boxofficemojo.com/movies/?id=finaldestination5.htm,
movies-0204,205,201,,scream 4,weinstein company,58.0,57,monster force,horror,3305.0,5656.0,38.18,58.96,97.14,40.0,57.14,242.84%,18.69,,,http://boxofficemojo.com/movies/?id=scream4.htm,
movies-0205,206,201,,mr. popper's penguins,20th century fox,47.0,54,discovery,comedy,3339.0,5524.0,68.22,119.14,187.36,55.0,132.36,340.65%,18.45,,,http://boxofficemojo.com/movies/?id=mrpopperspenguins.htm,
movies-0206,207,201,,insidious,sony,67.0,65,monster force,horror,2408.0,5511.0,54.01,43,97.01,1.5,95.51,6467.27%,13.27,,,http://boxofficemojo.com/movies/?id=insidious.htm,
movies-0207,208,201,,dolphin tale,independant,84.0,81,quest,drama,3507.0,5461.0,71.08,16.86,87.95,37.0,50.95,237.69%,19.15,,,http://boxofficemojo.com/movies/?id=dolphintale.htm,
movies-0208,209,201,,the debt,universal,76.0,70,pursuit,thriller,1826.0,5427.0,31.18,14.25,45.43,20.0,25.43,227.15%,9.91,,,http://boxofficemojo.com/movies/?id=debt.htm,
movies-0209,210,201,,beastly,cbs films,19.0,50,metamorphosis,romance,1952.0,5047.0,27.87,0.97,28.83,17.0,11.83,169.61%,9.85,,,http://boxofficemojo.com/movies/?id=beastly.htm,
movies-0210,211,201,,source code,summit entertainment,92.0,81,the riddle,thriller,2961.0,5002.0,54.71,68.57,123.28,32.0,91.28,385.24%,14.81,,,http://boxofficemojo.com/movies/?id=sourcecode.htm,
movies-0211,212,201,,the conspirator,independant,56.0,65,underdog,drama,707.0,4960.0,11.54,2.67,14.21,25.0,-10.79,56.84%,3.51,,,http://boxofficemojo.com/movies/?id=conspirator.htm,
movies-0212,213,201,,the rite,warner bros,20.0,43,monster force,horror,2985.0,4955.0,33.0,63,96.0,37.0,59.0,259.46%,14.8,,,http://boxofficemojo.com/movies/?id=rite.htm,
movies-0213,214,201,,the beaver,summit entertainment,62.0,57,transformation,drama,22.0,4890.0,0.97,5.4,6.37,21.0,-14.63,30.33%,0.11,,,http://boxofficemojo.com/movies/?id=beaver.htm,
movies-0214,215,201,,hanna,universal,71.0,67,quest,action,2535.0,4880.0,40.26,23.52,63.78,30.0,33.78,212.60%,12.37,,,http://boxofficemojo.com/movies/?id=hanna.htm,
movies-0215,216,201,,the lincoln lawyer,lionsgate,84.0,82,fish out of water,drama,2707.0,4879.0,58.01,17,75.01,40.0,35.01,187.52%,13.21,,,http://boxofficemojo.com/movies/?id=lincolnlawyer.htm,
movies-0216,217,201,,something borrowed,independant,14.0,49,love,romance,2904.0,4802.0,39.05,21.14,60.18,35.0,25.18,171.95%,13.95,,,http://boxofficemojo.com/movies/?id=somethingborrowed.htm,
movies-0217,218,201,,soul surfer,sony,46.0,79,underdog,drama,2214.0,4789.0,43.85,0.41,44.27,18.0,26.27,245.93%,10.6,,,http://boxofficemojo.com/movies/?id=soulsurfer.htm,
movies-0218,219,201,,the ides of march,columbia,85.0,76,transformation,thriller,2199.0,4761.0,40.49,13.7,54.19,12.5,41.69,433.55%,10.47,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/10/movie-projector-real-steel-ides-of-march.html,
movies-0219,220,201,,footloose,spyglass entertainment,71.0,71,transformation,drama,2199.0,4761.0,51.16,10.9,62.05,24.0,38.05,258.55%,15.56,,,http://boxofficemojo.com/movies/?id=footloose2010.htm,
movies-0220,221,201,,paul,relativity,72.0,70,comedy,comedy,2802.0,4655.0,37.41,60.57,97.98,40.0,57.98,244.96%,13.04,,,http://boxofficemojo.com/movies/?id=paul.htm,
movies-0221,222,201,,the change up,relativity media,24.0,53,metamorphosis,comedy,2913.0,4645.0,37.08,33.75,70.83,52.0,18.83,136.22%,13.53,,,http://boxofficemojo.com/movies/?id=changeup.htm,
movies-0222,223,201,,red riding hood,warner bros,11.0,41,monster force,horror,3030.0,4622.0,37.66,51.5,89.16,42.0,47.16,212.29%,14.01,,,http://boxofficemojo.com/movies/?id=redridinghood.htm,
movies-0223,224,201,,30 minutes or less,independant,43.0,48,comedy,comedy,2888.0,4616.0,37.05,3.49,40.55,28.0,12.55,144.81%,13.33,,,http://boxofficemojo.com/movies/?id=30minutesorless.htm,
movies-0224,225,201,,hall pass,warner bros,35.0,44,temptation,comedy,2950.0,4588.0,45.06,38.1,83.16,36.0,47.16,231.00%,13.54,,,http://boxofficemojo.com/movies/?id=hallpass.htm,
movies-0225,226,201,,a very harold and kumar christmas,lionsgate,72.0,71,comedy,comedy,2875.0,4506.0,34.04,,34.04,19.0,15.04,179.18%,12.95,,,http://boxofficemojo.com/movies/?id=haroldandkumar3.htm,
movies-0226,227,201,,larry crowne,universal,34.0,46,discovery,drama,2973.0,4405.0,35.61,16.8,52.41,30.0,22.41,174.69%,13.1,,,http://boxofficemojo.com/movies/?id=larrycrowne.htm,
movies-0227,228,201,,the mechanic,independant,53.0,52,revenge,action,2703.0,4226.0,29.2,22,51.2,40.0,11.2,128.00%,11.4,,,http://boxofficemojo.com/movies/?id=mechanic.htm,
movies-0228,229,201,,colombiana,sony,28.0,55,revenge,action,2614.0,3982.0,36.67,24.3,60.97,40.0,20.97,152.41%,10.41,,,http://boxofficemojo.com/movies/?id=colombiana.htm,
movies-0229,230,201,,drive,independant,93.0,79,rivalry,thriller,2886.0,3929.0,34.68,32.33,67.01,15.0,52.01,446.71%,11.34,,,http://boxofficemojo.com/movies/?id=drive2011.htm,
movies-0230,231,201,,in time,regency enterprises,38.0,55,the riddle,thriller,3122.0,3860.0,36.49,90.9,127.39,40.0,87.39,318.48%,12.05,,,http://boxofficemojo.com/movies/?id=now.htm,
movies-0231,232,201,,anonymous,relativity media,46.0,66,tragedy,drama,265.0,3856.0,4.46,9.73,14.19,30.0,-15.81,47.30%,1.02,,,http://boxofficemojo.com/movies/?id=anonymous.htm,
movies-0232,233,201,,the eagle,universal,39.0,43,quest,action,2296.0,3782.0,19.49,7.63,27.12,25.0,2.12,108.48%,8.68,,,http://boxofficemojo.com/movies/?id=eagleoftheninth.htm,
movies-0233,234,201,,season of the witch,relativity,10.0,32,monster force,action,2816.0,3769.0,24.8,66.8,91.6,40.0,51.6,229.00%,12.0,,,http://boxofficemojo.com/movies/?page=main&id=seasonofthewitch.htm,
movies-0234,235,201,,arthur,warner bros,26.0,49,sacrifice,comedy,3276.0,3731.0,33.04,12.7,45.74,40.0,5.74,114.34%,12.22,,,http://boxofficemojo.com/movies/?id=arthur2011.htm,
movies-0235,236,201,,arthur christmas,aardman animations,92.0,82,journey and return,animation,3376.0,3537.0,33.7,57.5,91.2,150.0,-58.8,60.80%,12.07,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/11/muppets-arthur-christmas-hugo-box-office.html,
movies-0236,237,201,,spy kids: all the time in the world,weinstein company,22.0,40,quest,action,3295.0,3534.0,38.54,35.54,74.08,27.0,47.08,274.37%,11.64,,,http://boxofficemojo.com/movies/?id=spykids4.htm,
movies-0237,238,201,,50/50,independant,93.0,93,discovery,comedy,2458.0,3517.0,34.9,1.62,36.51,8.0,28.51,456.39%,8.64,,,http://boxofficemojo.com/movies/?id=50fifty.htm,
movies-0238,239,201,,abduction,vertigo entertainment,4.0,46,maturation,action,3118.0,3504.0,28.07,54,82.07,35.0,47.07,234.48%,10.93,,,http://boxofficemojo.com/movies/?id=abduction11.htm,
movies-0239,240,201,,sanctum,relativity media,30.0,39,quest,action,2787.0,3390.0,23.2,85.4,108.6,30.0,78.6,362.00%,9.4,,,http://boxofficemojo.com/movies/?id=sanctum.htm,
movies-0240,241,201,,your highness,universal,26.0,36,comedy,comedy,2769.0,3380.0,21.6,3.26,24.86,49.9,-25.04,49.81%,9.36,,,http://boxofficemojo.com/movies/?id=yourhighness.htm,
movies-0241,242,201,,conan the barbarian,lionsgate,22.0,34,quest,action,3015.0,3324.0,21.3,27.5,48.8,90.0,-41.2,54.22%,10.02,,,http://boxofficemojo.com/movies/?id=conan3d.htm,
movies-0242,243,201,,winnie the pooh,disney,91.0,79,quest,animation,2405.0,3267.0,26.69,6.46,33.15,30.0,3.15,110.51%,7.86,,,http://boxofficemojo.com/movies/?id=winniethepooh.htm,
movies-0243,244,201,,killer elite,independant,25.0,48,rivalry,action,2986.0,3132.0,25.12,27.84,52.96,70.0,-17.04,75.66%,9.35,,,http://boxofficemojo.com/movies/?id=killerelite.htm,
movies-0244,245,201,,don't be afraid of the dark,miramax films,59.0,37,monster force,horror,2760.0,3089.0,24.05,7.5,31.55,25.0,6.55,126.18%,8.53,,,http://boxofficemojo.com/movies/?id=dontbeafraidofthedark.htm,
movies-0245,246,201,,dream house,morgan creek productions,7.0,38,the riddle,horror,2661.0,3055.0,21.3,17.2,38.5,50.0,-11.5,77.00%,8.13,,,http://boxofficemojo.com/movies/?id=dreamhouse.htm,
movies-0246,247,201,,monte carlo,20th century fox,38.0,50,love,romance,2473.0,3014.0,23.18,16.48,39.66,20.0,19.66,198.32%,7.45,,,http://boxofficemojo.com/movies/?id=montecarlo.htm,
movies-0247,248,201,,shark night 3d,relativity,16.0,25,escape,horror,2806.0,2995.0,18.88,19.83,38.7,25.0,13.7,154.81%,8.4,,,http://boxofficemojo.com/movies/?id=shark3d.htm,
movies-0248,249,201,,waiting for forever,independant,6.0,53,love,romance,3.0,2972.0,0.03,,0.03,5.0,-4.97,0.50%,0.01,,,http://boxofficemojo.com/movies/?id=waitingforforever.htm,
movies-0249,250,201,,one day,independant,37.0,54,love,romance,1719.0,2955.0,13.84,41.4,55.24,15.0,40.24,368.27%,5.08,,,http://boxofficemojo.com/movies/?id=oneday.htm,
movies-0250,251,201,,the three musketeers,independant,24.0,48,rivalry,action,3017.0,2875.0,20.25,111.9,132.15,75.0,57.15,176.20%,8.67,,,http://boxofficemojo.com/movies/?id=threemusketeers11.htm,
movies-0251,252,201,,the thing,universal,36.0,52,monster force,horror,2996.0,2835.0,16.93,10.5,27.43,38.0,-10.57,72.18%,8.49,,,http://boxofficemojo.com/movies/?id=thing11.htm,
movies-0252,253,201,,warrior,lionsgate,83.0,93,rivalry,action,1869.0,2805.0,13.66,9.4,23.06,25.0,-1.94,92.23%,5.24,,,http://boxofficemojo.com/movies/?id=warrior10.htm,
movies-0253,254,201,,our idiot brother,the weinstein company,68.0,79,comedy,comedy,2555.0,2744.0,24.82,,24.82,5.0,19.82,496.32%,,,,http://boxofficemojo.com/movies/?id=ouridiotbrother.htm,
movies-0254,255,201,,apollo 18,weinstein company,23.0,31,monster force,horror,3328.0,2615.0,17.69,7.88,25.56,5.0,20.56,511.24%,8.7,,,http://boxofficemojo.com/movies/?id=apollo18.htm,
movies-0255,256,201,,fright night,dreamworks,75.0,68,rivalry,horror,3114.0,2477.0,18.3,18.8,37.1,30.0,7.1,123.67%,7.71,,,http://boxofficemojo.com/movies/?id=frightnight2011.htm,
movies-0256,257,201,,johnny english reborn,relativity media,38.0,55,comedy,comedy,1552.0,2470.0,8.31,149.63,157.94,45.0,112.94,350.98%,3.83,,,http://boxofficemojo.com/movies/?id=johnnyenglish2.htm,
movies-0257,258,201,,drive angry,independant,45.0,38,rescue,action,2990.0,2265.0,10.72,18.21,28.93,45.0,-16.07,64.29%,5.19,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/02/movie-projector-hall-pass-farrelly-brothers-drive-angry-nicolas-cage.html,
movies-0258,259,201,,the rum diary,independant,50.0,48,discovery,drama,2273.0,2259.0,13.07,8.48,21.55,45.0,-23.45,47.89%,5.14,,,http://boxofficemojo.com/movies/?id=rumdiary.htm,
movies-0259,260,201,,priest,sony,17.0,37,monster force,action,2864.0,2221.0,29.14,49.17,78.31,60.0,18.31,130.51%,14.95,,,http://boxofficemojo.com/movies/?id=priest07.htm,
movies-0260,261,201,,mars needs moms,disney,36.0,43,rescue,animation,3117.0,2218.0,21.39,17.6,38.99,150.0,-111.01,25.99%,6.91,,,http://boxofficemojo.com/movies/?id=marsneedsmoms.htm,
movies-0261,262,201,,what's your number,20th centruy fox,24.0,50,transformation,comedy,3002.0,1806.0,14.01,16.42,30.43,20.0,10.43,152.13%,5.42,,,http://boxofficemojo.com/movies/?id=whatsyournumber.htm,
movies-0262,263,201,,take me home tonight,relativity,28.0,46,discovery,comedy,2003.0,1730.0,6.93,,6.93,25.0,-18.07,27.71%,3.46,,,http://goforamovie.com/tag/take-me-home-tonight-budget/,
movies-0263,264,201,,the big year,independant,38.0,62,transformation,comedy,2150.0,1513.0,7.17,0.24,7.41,41.0,-33.59,18.07%,3.25,,,http://boxofficemojo.com/movies/?id=bigyear.htm,
movies-0264,265,201,,never back down 2: the beatdown,sony,,43,rivalry,action,,,,,41.63,3.0,38.63,1387.57%,8.6,,,http://www.imdb.com/title/tt1754264/,
movies-0265,266,201,,a dangerous method,independant,79.0,89,love,drama,,,0.54,8.44,8.97,20.0,-11.03,44.86%,0.17,,,http://boxofficemojo.com/movies/?id=dangerousmethod.htm,
movies-0266,267,201,,take shelter,independant,92.0,85,sacrifice,drama,,,1.57,,1.57,5.0,-3.43,31.46%,0.05,,,http://boxofficemojo.com/movies/?id=takeshelter.htm,
movies-0267,268,201,,beginners,independant,84.0,80,love,comedy,,,5.79,8.39,14.18,3.2,10.98,443.19%,0.14,,,http://boxofficemojo.com/movies/?id=beginners.htm,
movies-0268,269,201,,jane eyre,universal,85.0,77,love,romance,,,11.24,18.91,30.15,,30.15,#value!,0.18,,,,
movies-0269,270,201,,another earth,independant,63.0,74,temptation,adventure,,,1.32,,1.32,0.2,1.12,660.50%,0.08,,,http://boxofficemojo.com/movies/?id=anotherearth.htm,
movies-0270,271,201,,margin call,independant,86.0,73,sacrifice,thriller,,,4.94,3.93,8.87,3.5,5.37,253.40%,0.56,,,http://boxofficemojo.com/movies/?id=margincall.htm,
movies-0271,272,201,,machine gun preacher,lionsgate,29.0,71,transformation,action,,,0.54,0.57,1.1,30.0,-28.9,3.68%,0.05,,,http://boxofficemojo.com/movies/?id=machinegunpreacher.htm,
movies-0272,273,201,,hesher,independant,54.0,68,wretched excess,drama,,,0.38,,0.38,7.0,-6.62,5.46%,0.13,,,http://boxofficemojo.com/movies/?id=hesher.htm,
movies-0273,274,201,,vanishing on 7th street,independant,52.0,62,monster force,horror,,,0.02,1.05,1.07,10.0,-8.93,10.67%,0.0,,,http://en.wikipedia.org/wiki/vanishing_on_7th_street,
movies-0274,275,201,,cedar rapids,20th century fox,86.0,61,maturation,comedy,,,6.86,,6.86,10.0,-3.14,68.61%,0.3,,,http://qctimes.com/news/local/article_b7491eb8-3d68-11e0-b394-001cc4c03286.html,
movies-0275,276,201,,the son of no one,independant,18.0,61,discovery,thriller,,,0.03,,0.03,15.0,-14.97,0.20%,0.02,,,http://en.wikipedia.org/wiki/the_son_of_no_one,
movies-0276,277,201,,red state,independant,57.0,59,escape,horror,,,1.1,,1.1,4.0,-2.9,27.60%,,,,http://www.movieline.com/2011/04/how-kevin-smiths-red-state-earned-back-its-budget-six-months-before-release.php,
movies-0277,278,201,,everything must go,reliance entertainment,74.0,53,discovery,drama,,,2.71,,2.71,5.0,-2.29,54.22%,0.79,,,http://boxofficemojo.com/movies/?id=everythingmustgo.htm,
movies-0278,279,201,,dylan dog: dead of night,independant,6.0,28,monster force,horror,,,1.19,3.45,4.63,20.0,-15.37,23.17%,0.75,,,http://boxofficemojo.com/movies/?id=dylandog.htm,
movies-0279,280,201,,trespass,independant,11.0,24,escape,thriller,,,0.02,3.1,3.12,35.0,-31.88,8.93%,0.02,,,http://en.wikipedia.org/wiki/trespass_%282011_film%29,
movies-0280,281,200,,juno,fox,94.0,89,maturation,comedy,1019.0,10436.0,143.5,87.69,231.18,7.5,223.68,3082.46%,10.6,original screenplay,original screenplay,,
movies-0281,282,200,,saw iv,independent,18.0,70,escape,horror,3183.0,9976.0,63.3,76.05,139.35,10.0,129.35,1393.53%,31.7,,,,
movies-0282,283,200,,waitress,independent,89.0,67,love,romance,605.0,3327.0,19.07,3.1,22.18,2.0,20.18,1108.97%,2.0,,,,
movies-0283,284,200,,superbad,sony,88.0,87,comedy,comedy,2948.0,11211.0,121.46,48.41,169.87,20.0,149.87,849.36%,33.0,,,,
movies-0284,285,200,,the simpsons movie,fox,90.0,78,maturation,comedy,3922.0,18877.0,183.14,343.93,527.07,75.0,452.07,702.76%,74.0,,,,
movies-0285,286,200,,300,warner bros.,60.0,90,sacrifice,action,3103.0,22844.0,210.61,245.45,456.07,65.0,391.07,701.64%,70.9,,,,
movies-0286,287,200,,the game plan,disney,27.0,75,discovery,comedy,3103.0,7396.0,90.64,57.23,147.87,22.0,125.87,672.13%,22.9,,,,
movies-0287,288,200,,knocked up,universal,91.0,83,love,comedy,2871.0,10690.0,148.77,70.23,219.0,33.0,186.0,663.64%,30.7,,,,
movies-0288,289,200,,no country for old men,paramount,95.0,84,pursuit,drama,860.0,9042.0,74.28,86.72,161.0,25.0,136.0,644.00%,7.8,"best picture, director, supporting actor, adapted screenplay","supporting actor, director",,
movies-0289,290,200,,harry potter and the order of the phoenix,warner bros.,78.0,82,quest,adventure,4285.0,17998.0,292.0,647.88,939.88,150.0,789.88,626.59%,77.1,,,,
movies-0290,291,200,,disturbia,paramount,67.0,75,pursuit,thriller,2925.0,7598.0,80.21,37.55,117.76,20.0,97.76,588.80%,22.2,,,,
movies-0291,292,200,,hitman,fox,15.0,61,quest,action,2458.0,5362.0,39.69,60.28,99.96,17.5,82.46,571.22%,13.2,,,,
movies-0292,293,200,,stomp the yard,independent,27.0,83,maturation,romance,2051.0,10645.0,61.36,14.15,75.51,14.0,61.51,539.37%,21.9,,,,
movies-0293,294,200,,alvin and the chipmunks,fox,26.0,73,comedy,animation,3475.0,12750.0,217.33,143.14,360.47,70.0,290.47,514.95%,44.3,,,,
movies-0294,295,200,,p.s. i love you,independent,21.0,82,love,romance,2454.0,2641.0,53.7,99.4,153.09,30.0,123.09,510.31%,6.5,,,,
movies-0295,296,200,,shrek the third,paramount,42.0,57,quest,animation,4122.0,29507.0,322.72,476.24,798.96,160.0,638.96,499.35%,121.6,,,,
movies-0296,297,200,,transformers,paramount,57.0,89,monster force,action,4011.0,17577.0,319.25,389.03,708.27,150.0,558.27,472.18%,70.5,,,,
movies-0297,298,200,,epic movie,independent,2.0,38,comedy,comedy,2801.0,6644.0,39.74,47.13,86.87,20.0,66.87,434.33%,18.6,,,,
movies-0298,299,200,,premonition,sony,8.0,55,the riddle,drama,2831.0,6202.0,47.85,36.14,84.0,20.0,64.0,419.98%,17.6,,,,
movies-0299,300,200,,ratatouille,disney,97.0,84,transformation,animation,3940.0,11935.0,206.45,414.98,621.42,150.0,471.42,414.28%,47.0,animated,animated,,
movies-0300,301,200,,the bourne ultimatum,universal,93.0,91,pursuit,thriller,3660.0,18929.0,227.47,215.35,442.82,110.0,332.82,402.57%,69.3,,,,
movies-0301,302,200,,enchanted,disney,93.0,80,love,comedy,3730.0,9233.0,127.81,212.68,340.49,85.0,255.49,400.57%,34.4,,,,
movies-0302,303,200,,sicko,the weinstein company,93.0,87,quest,documentary,702.0,5128.0,24.54,11.23,35.77,9.0,26.77,397.42%,3.6,,,,
movies-0303,304,200,,halloween,the weinstein company,26.0,64,pursuit,horror,3472.0,7592.0,58.27,20.2,78.47,20.0,58.47,392.35%,26.4,,,,
movies-0304,305,200,,i am legend,warner bros.,69.0,69,quest,thriller,3606.0,21411.0,256.39,327.76,584.16,150.0,434.16,389.44%,77.2,,,,
movies-0305,306,200,,the bucket list,warner bros.,41.0,81,discovery,drama,2911.0,6661.0,93.47,80.84,174.31,45.0,129.31,387.36%,19.4,,,,
