movies_id,id,year,exclude,film,lead_studio,rotten_tomatoes,audience_score,story,genre,number_of_theatres_in_opening_weekend,box_office_average_per_cinema,domestic_gross,foreign_gross,worldwide_gross,budget,profit,proftitability,opening_weekend,oscar,bafta,source,column
movies-0483,484,200,True,the haunting of molly hartley,,3.0,22,sacrifice,horror,2352.0,2045.0,13.56,1.33,14.89,5.0,9.89,2.98,5.4,,,,
movies-0484,485,200,True,the house bunny,,39.0,54,discovery,comedy,2714.0,5355.0,0.0,,70.0,25.0,45.0,2.8,14.53,,,,
movies-0485,486,200,,the incredible hulk,universal,67.0,75,metamorphosis,action,3505.0,15810.0,134.53,128.62,262.5,137.5,125.0,1.91,55.14,,,,
movies-0486,487,200,,the longshots,independent,39.0,39,quest,comedy,2089.0,1953.0,11.51,0.23,11.74,30.0,-18.26,0.39,4.0,,,,
movies-0487,488,200,,the love guru,paramount,14.0,38,comedy,comedy,3505.0,15810.0,32.2,8.63,40.8,62.0,-21.2,0.66,13.91,,,,
movies-0488,489,200,True,the mummy: tomb of the dragon emperor,,14.0,40,quest,action,3760.0,10760.0,102.28,,393.2,175.0,218.2,2.25,40.5,,,,
movies-0489,490,200,,the other boleyn girl,independent,41.0,65,tragedy,drama,1166.0,7035.0,26.81,50.9,77.2,40.0,37.2,1.93,8.2,,,,
movies-0490,491,200,True,the pirates who don't do anything,,41.0,61,fish out of water,comedy,,,12.73,0.17,12.9,15.0,-2.1,0.86,4.25,,,,
movies-0491,492,200,,the ruins,paramount,46.0,32,rescue,horror,2812.0,2846.0,17.43,5.3,22.6,25.0,-2.4,0.9,8.0,,,,
movies-0492,493,200,,the secret life of bees,fox,56.0,78,maturation,drama,1591.0,6617.0,37.43,2.18,37.8,11.0,26.8,3.44,10.53,,,,
movies-0493,494,200,True,the sisterhood of the traveling pants 2,,63.0,68,journey and return,drama,2707.0,3945.0,44.09,,44.2,27.0,17.2,1.64,10.68,,,,
movies-0494,495,200,,the spiderwick chronicles,paramount,79.0,67,fish out of water,adventure,3847.0,4940.0,71.2,91.64,162.8,92.5,70.3,1.76,19.0,,,,
movies-0495,496,200,,the spirit,lionsgate,14.0,29,rivalry,action,2509.0,2576.0,17.75,19.23,21.5,6.0,15.5,3.58,6.5,,,,
movies-0496,497,200,,the strangers,relativity media,44.0,48,escape,horror,2466.0,8515.0,52.6,29.79,77.6,9.0,68.6,8.62,20.99,,,,
movies-0497,498,200,,the tale of despereaux,universal,54.0,46,rescue,animation,3104.0,3255.0,50.87,37.84,88.72,55.0,33.72,1.61,10.1,,,,
movies-0498,499,200,,the visitor,independent,92.0,83,transformation,drama,,,9.43,8.65,18.08,4.0,14.08,4.52,0.09,,,http://www.the-numbers.com/movies/2008/vistr.php,
movies-0499,500,200,,the women,warner bros.,13.0,41,transformation,drama,2962.0,3415.0,26.9,23.11,46.1,16.0,30.1,2.88,10.12,,,,
movies-0500,501,200,,the x-files: i want to believe,fox,32.0,34,monster force,thriller,3185.0,3147.0,20.98,47.39,68.3,35.0,33.3,1.95,10.1,,,,
movies-0501,502,200,,traitor,liberty starz,55.0,66,pursuit,thriller,2054.0,3831.0,23.53,4.13,25.3,22.0,3.3,1.15,7.9,,,,
movies-0502,503,200,,transporter 3,independent,36.0,58,escape,action,2626.0,4594.0,31.72,77.26,60.9,30.0,30.9,2.03,12.06,,,,
movies-0503,504,200,,tropic thunder,paramount,83.0,69,fish out of water,comedy,3319.0,7777.0,110.46,77.58,188.0,90.0,98.0,2.09,25.81,,,,
movies-0504,505,200,,twilight,summit,49.0,82,love,romance,3419.0,20368.0,176.82,199.85,246.5,37.0,209.5,6.66,69.64,,,,
movies-0505,506,200,,tyler perry's meet the browns,independent,31.0,36,discovery,drama,2006.0,10011.0,41.98,0,41.98,20.0,21.98,2.1,20.08,,,,
movies-0506,507,200,,tyler perry's the family that preys,independent,51.0,36,discovery,drama,2070.0,8397.0,37.11,0,37.11,10.0,27.11,3.71,17.38,,,,
movies-0507,508,200,True,under the same moon,,72.0,80,quest,drama,266.0,10412.0,12.59,,23.0,1.7,21.3,13.53,2.8,,,,
movies-0508,509,200,,untraceable,independent,14.0,56,the riddle,thriller,2368.0,4795.0,28.69,23.97,52.5,35.0,17.5,1.5,11.4,,,,
movies-0509,510,200,,valkyrie,mgm,58.0,66,sacrifice,thriller,2711.0,7756.0,60.69,117.2,184.0,75.0,109.0,2.45,21.03,,,,
movies-0510,511,200,True,vantage point,,36.0,61,the riddle,action,3149.0,7264.0,72.27,,151.2,40.0,111.2,3.78,22.87,,,,
movies-0511,512,200,,vicky cristina barcelona,the weinstein company,82.0,73,temptation,romance,692.0,5427.0,22.84,,77.2,16.0,61.2,4.83,3.76,,,,
movies-0512,513,200,True,w.,,58.0,43,rivalry,biography,2030.0,5175.0,25.53,,29.0,25.1,3.9,1.16,10.5,,,,
movies-0513,514,200,,wall-e,disney,96.0,89,love,animation,3992.0,15803.0,223.78,,507.3,180.0,327.3,2.82,63.09,animated,animated,,
movies-0514,515,200,,wanted,universal,73.0,72,transformation,action,3175.0,16040.0,134.33,,342.1,75.0,267.1,4.56,50.93,,,,
movies-0515,516,200,,"welcome home, roscoe jenkins",universal,24.0,64,discovery,comedy,2387.0,6790.0,42.19,,43.4,27.5,15.9,1.58,16.21,,,,
movies-0516,517,200,,what happens in vegas,fox,28.0,72,love,comedy,3215.0,6274.0,80.28,,219.3,150.0,69.3,0.29,20.17,,,,
movies-0517,518,200,,yes man,warner bros.,43.0,72,transformation,comedy,3434.0,5318.0,79.41,,113.4,50.0,63.4,2.27,18.26,,,,
movies-0518,519,200,,you don't mess with the zohan,sony,36.0,50,fish out of water,comedy,3462.0,11130.0,100.02,,201.8,80.0,121.8,2.52,38.53,,,,
movies-0519,520,200,,zack and miri make a porno,the weinstein company,64.0,70,love,romance,3735.0,3680.0,31.3,,36.6,24.0,12.6,1.53,10.07,,,,
movies-0520,521,200,True,9,,57.0,58,sacrifice,animation,1661.0,10398.0,29.6,18,48.0,30.0,18.0,1.6,10.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0521,522,200,,2012,sony,39.0,63,escape,action,3404.0,19165.0,165.6,602.4,767.9,200.0,567.9,3.84,65.3,,,http://boxofficemojo.com/movies/?id=2012.htm,
movies-0522,523,200,,(500) days of summer,fox,87.0,81,love,comedy,817.0,4577.0,48.3,9.3,58.6,7.5,51.1,7.81,3.8,,,http://boxofficemojo.com/movies/?id=500daysofsummer.htm,
movies-0523,524,200,True,12 rounds,,30.0,52,rescue,action,2331.0,2286.0,16.0,1.1,17.1,20.0,-2.9,0.86,5.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0524,525,200,,17 again,independent,55.0,70,maturation,comedy,3255.0,7288.0,64.2,72.1,136.3,20.0,116.3,6.82,23.7,,,http://www.darkhorizons.com/films/134/17-again,
movies-0525,526,200,,a christmas carol,disney,52.0,72,transformation,animation,3683.0,8159.0,137.9,185.7,323.6,190.0,133.6,1.7,30.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0526,527,200,True,a perfect getaway,,61.0,50,escape,mystery,2159.0,2755.0,15.5,6.7,22.2,14.0,8.2,1.59,5.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0527,528,200,,a serious man,universal,89.0,64,love,drama,6.0,41890.0,9.2,7.1,20.5,7.0,13.5,2.93,0.3,,,http://www.the-numbers.com/movies/2009/aserm.php,
movies-0528,529,200,True,adventureland,,89.0,56,maturation,comedy,1862.0,3073.0,16.04,0.01,16.05,9.5,6.55,1.69,5.7,,,http://www.the-numbers.com/movies/2009/advnl.php,
movies-0529,530,200,True,aliens in the attic,,30.0,46,monster force,adventure,3106.0,2578.0,25.2,24.35,59.55,45.0,14.55,1.32,8.0,,,http://www.the-numbers.com/movies/2009/anatc.php,
movies-0530,531,200,True,all about steve,,6.0,35,comedy,comedy,2251.0,4994.0,33.86,4.07,37.93,15.0,22.93,2.53,11.2,,,http://www.the-numbers.com/movies/2009/abstv.php,
movies-0531,532,200,,alvin and the chipmunks: the squeakquel,independent,21.0,59,comedy,animation,3700.0,13210.0,219.5,221.3,440.7,75.0,365.7,5.88,48.8,,,http://www.the-numbers.com/movies/2009/alvn2.php,
movies-0532,533,200,True,amelia,,21.0,35,quest,adventure,820.0,4761.0,14.2,5,19.2,40.0,-20.8,0.48,3.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0533,534,200,,angels & demons,sony,36.0,65,the riddle,mystery,3527.0,13100.0,133.4,352.6,485.9,150.0,335.9,3.24,46.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0534,535,200,True,armored,,40.0,34,temptation,action,1915.0,3400.0,16.0,0,16.0,20.0,-4.0,0.8,6.5,,,http://boxofficemojo.com/movies/?id=armored.htm,
movies-0535,536,200,True,astro boy,,49.0,53,quest,animation,3014.0,2224.0,19.55,12.04,31.59,65.0,-33.41,0.49,6.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0536,537,200,,avatar,fox,83.0,92,metamorphosis,action,3452.0,22313.0,743.8,1969,2712.85,237.0,2475.85,11.45,77.0,,,http://www.the-numbers.com/movies/2009/avatr.php,
movies-0537,538,200,True,away we go,,67.0,74,discovery,comedy,4.0,32603.0,9.5,0.77,10.2,21.0,-10.8,0.49,0.13,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0538,539,200,True,bandslam,,79.0,60,maturation,comedy,2121.0,1052.0,5.2,6.9,12.1,20.0,-7.9,0.61,2.2,,,http://en.wikipedia.org/wiki/bandslam,
movies-0539,540,200,,bride wars,fox,11.0,56,comedy,comedy,3226.0,6528.0,100.4,13.4,114.7,30.0,84.7,3.82,21.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0540,541,200,True,brothers,,61.0,62,transformation,drama,2088.0,4563.0,28.5,11,39.5,26.0,13.5,1.52,9.5,,,http://boxofficemojo.com/movies/?id=brothers09.htm,
movies-0541,542,200,,bruno,universal,68.0,48,comedy,comedy,2756.0,11110.0,60.1,70.7,130.8,42.0,88.8,3.11,30.6,,,http://www.the-numbers.com/movies/2009/bruno.php,
movies-0542,543,200,True,cirque du freak: the vampire's assistant,,38.0,50,discovery,action,2754.0,2285.0,13.9,14.3,28.2,40.0,-11.8,0.71,6.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0543,544,200,,cloudy with a chance of meatballs,sony,86.0,70,comedy,animation,3119.0,9716.0,124.9,87.8,212.7,100.0,112.7,2.13,30.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0544,545,200,True,confessions of a shopaholic,,24.0,53,comedy,comedy,2507.0,6010.0,44.27,63.57,108.3,70.0,38.3,1.55,15.0,,,http://www.the-numbers.com/movies/2009/shopa.php,
movies-0545,546,200,,coraline,universal,89.0,77,journey and return,animation,2299.0,7329.0,75.3,46.6,121.9,60.0,61.9,2.03,16.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0546,547,200,,couples retreat,universal,12.0,47,comedy,comedy,3000.0,11429.0,109.2,57.2,166.4,60.0,106.4,2.77,34.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0547,548,200,True,crank: high voltage,,62.0,54,pursuit,action,2223.0,3133.0,13.7,20.8,34.5,12.9,21.6,2.67,7.0,,,http://www.boxofficemojo.com/movies/?id=crank2.htm,
movies-0548,549,200,True,dance flick,,17.0,35,comedy,action,2450.0,4344.0,25.66,6.43,32.09,25.0,7.09,1.28,10.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0549,550,200,True,did you hear about the morgans?,,12.0,31,comedy,comedy,2718.0,2434.0,6.1,41.3,47.5,58.0,-10.5,0.82,6.6,,,http://boxofficemojo.com/movies/?id=grantparker09.htm,
movies-0550,551,200,,district 9,independent,91.0,81,metamorphosis,action,3049.0,12251.0,115.6,89.2,204.8,30.0,174.8,6.83,37.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0551,552,200,,drag me to hell,universal,92.0,61,monster force,horror,2508.0,6310.0,77.2,8.1,86.7,30.0,56.7,2.89,15.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0552,553,200,True,dragonball evolution,,15.0,28,quest,action,2181.0,2181.0,9.36,48.87,58.23,30.0,28.23,1.94,4.8,,,http://www.the-numbers.com/movies/2009/drgnb.php,
movies-0553,554,200,True,duplicity,,64.0,38,rivalry,romance,2574.0,5425.0,55.4,21.4,78.1,60.0,18.1,1.3,14.0,,,http://boxofficemojo.com/movies/?id=duplicity.htm,
movies-0554,555,200,True,everybody's fine,,46.0,55,discovery,drama,2133.0,1806.0,9.2,4.7,13.9,21.0,-7.1,0.66,3.9,,,http://boxofficemojo.com/movies/?id=everybodysfine09.htm,
movies-0555,556,200,True,extract,,62.0,37,comedy,comedy,1611.0,2694.0,8.8,2,10.8,7.5,3.3,1.44,4.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0556,557,200,,fame,mgm,25.0,43,maturation,comedy,3096.0,3234.0,22.5,55.5,78.0,18.0,60.0,4.33,10.0,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0557,558,200,,fast and furious,universal,28.0,76,revenge,action,3461.0,20500.0,155.1,188,343.0,85.0,258.0,4.04,70.9,,,http://boxofficemojo.com/movies/?id=fastandthefurious4.htm,
movies-0558,559,200,True,fired up!,,22.0,52,comedy,comedy,1810.0,3030.0,17.2,1.4,18.6,20.0,-1.4,0.93,5.5,,,http://boxofficemojo.com/movies/?id=firedup.htm,
movies-0559,560,200,,friday the 13th,paramount,25.0,52,monster force,horror,3105.0,13066.0,65.0,26.4,91.4,19.0,72.4,4.81,40.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0560,561,200,True,funny people,,68.0,58,transformation,comedy,,,22.5,47.3,71.5,70.0,1.5,1.02,22.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0561,562,200,,g-force,disney,22.0,50,comedy,action,3697.0,8576.0,119.4,165.6,285.1,82.5,202.6,3.46,31.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0562,563,200,,g.i. joe: the rise of cobra,paramount,33.0,62,pursuit,action,4007.0,13654.0,150.2,151.9,302.1,175.0,127.1,1.73,54.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0563,564,200,True,gamer,,29.0,43,revenge,action,2502.0,3659.0,20.53,14.53,35.1,12.5,22.6,2.81,9.2,,,http://www.the-numbers.com/movies/2009/cgame.php,
movies-0564,565,200,True,ghosts of girlfriends past,,27.0,47,love,comedy,3175.0,4854.0,51.5,48.4,101.9,50.0,51.9,2.04,15.4,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4189,
movies-0565,566,200,True,halloween ii,,20.0,45,escape,horror,3025.0,5405.0,31.7,5.8,37.7,15.0,22.7,2.51,16.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0566,567,200,,hannah montana: the movie,disney,44.0,66,maturation,comedy,3118.0,10367.0,79.58,70.52,150.09,35.0,115.09,4.29,32.3,,,http://www.the-numbers.com/movies/2009/hanna.php,
movies-0567,568,200,,harry potter and the half-blood prince,warner bros.,83.0,75,quest,adventure,4325.0,17997.0,302.0,632,934.0,250.0,684.0,3.74,77.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0568,569,200,,he's just not that into you,warner bros.,42.0,60,love,comedy,3175.0,8751.0,94.0,84.5,178.4,25.0,153.4,7.14,27.8,,,http://en.wikipedia.org/wiki/he's_just_not_that_into_you_(film),
movies-0569,570,200,True,hotel for dogs,,46.0,57,comedy,comedy,3271.0,5201.0,73.0,45.2,118.2,35.0,83.2,3.38,17.0,,,http://www.the-numbers.com/movies/2009/htldg.php,
movies-0570,571,200,True,i love you beth cooper,,14.0,38,comedy,comedy,1856.0,2648.0,14.8,0.94,15.7,18.0,-2.3,0.87,4.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0571,572,200,True,"i love you, man",,83.0,72,comedy,comedy,2711.0,6570.0,71.4,20,91.4,30.0,61.4,3.05,17.8,,,http://boxofficemojo.com/movies/?id=iloveyouman.htm,
movies-0572,573,200,,ice age: dawn of the dinosaurs,fox,45.0,72,quest,animation,4099.0,10171.0,196.6,687.9,884.5,90.0,794.5,9.83,41.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0573,574,200,True,imagine that,,38.0,44,comedy,comedy,3008.0,1830.0,16.12,6.86,22.99,55.0,-32.01,0.42,5.5,,,http://boxofficemojo.com/movies/?id=imaginethat.htm,
movies-0574,575,200,,inglourious basterds,universal,88.0,87,underdog,adventure,3135.0,12024.0,120.5,193,313.6,70.0,243.6,4.48,38.0,supporting actor,supporting actor,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0575,576,200,,inkheart,warner bros.,39.0,51,quest,adventure,2655.0,2862.0,43.3,16.9,62.5,60.0,2.5,1.04,7.6,,,http://boxofficemojo.com/movies/?id=inkheart.htm,
movies-0576,577,200,,invictus,warner bros.,75.0,74,underdog,biography,2125.0,4052.0,38.1,11.6,53.9,60.0,-6.1,0.9,8.6,,,http://boxofficemojo.com/movies/?id=eastwood09.htm,
movies-0577,578,200,,it's complicated,universal,56.0,63,love,comedy,2887.0,7655.0,112.73,105.4,218.1,75.0,143.1,2.91,22.1,,,http://www.the-numbers.com/movies/2009/cmplc.php,
movies-0578,579,200,True,jennifer's body,,42.0,37,monster force,comedy,2702.0,2542.0,16.2,2.6,18.8,16.0,2.8,1.18,6.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0579,580,200,True,julie & julia,,74.0,69,underdog,biography,2354.0,8508.0,73.0,43.9,118.6,40.0,78.6,2.97,20.0,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0580,581,200,,knowing,independent,33.0,50,escape,drama,3332.0,7384.0,146.3,37,183.3,50.0,133.3,3.67,24.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0581,582,200,True,land of the lost,,26.0,38,journey and return,drama,3521.0,5350.0,1.5,66.4,68.8,100.0,-31.2,0.69,18.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0582,583,200,True,law abiding citizen,,25.0,77,revenge,crime,2890.0,7280.0,73.4,29.1,102.5,53.0,49.5,1.93,21.0,,,http://www.the-numbers.com/movies/2009/lactz.php,
movies-0583,584,200,True,love happens,,18.0,40,love,drama,1898.0,4245.0,22.9,11.2,33.1,18.0,15.1,1.84,8.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0584,585,200,True,michael jackson's this is it,,81.0,82,tragedy,documentary,3481.0,6675.0,72.1,180,252.01,60.0,192.01,4.2,23.3,,,http://www.the-numbers.com/movies/2009/jacko.php,
movies-0585,586,200,,monsters vs. aliens,paramount,72.0,65,monster force,animation,4104.0,14454.0,198.4,183.2,381.5,175.0,206.5,2.18,59.3,,,http://boxofficemojo.com/movies/?id=monstersvsaliens.htm,
movies-0586,587,200,,my bloody valentine 3-d,lionsgate,57.0,48,pursuit,crime,2534.0,8383.0,38.6,60.8,100.0,14.0,86.0,7.14,21.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0587,588,200,True,my life in ruins,,9.0,43,comedy,comedy,1164.0,2769.0,8.67,9.34,18.01,17.0,1.01,1.06,3.2,,,http://www.the-numbers.com/movies/2009/mlfru.php,
movies-0588,589,200,True,my sister's keeper,,47.0,73,escape,drama,2606.0,4774.0,71.4,20,91.7,27.5,64.2,3.33,12.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0589,590,200,True,next day air,,21.0,27,comedy,action,1138.0,3613.0,10.0,0,10.0,3.0,7.0,3.33,4.1,,,http://en.wikipedia.org/wiki/next_day_air,
movies-0590,591,200,,night at the museum: battle of the smithsonian,fox,43.0,60,quest,action,4096.0,13226.0,177.2,235.8,413.0,150.0,263.0,2.75,54.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0591,592,200,True,nine,,37.0,40,discovery,drama,1412.0,3862.0,19.2,10.3,29.5,80.0,-50.5,0.37,5.45,,,http://boxofficemojo.com/movies/?id=nine.htm,
movies-0592,593,200,True,ninja assassin,,25.0,57,revenge,action,2503.0,5320.0,27.7,21.6,49.8,50.0,-0.2,1,13.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0593,594,200,True,not easily broken,,34.0,66,love,drama,724.0,7340.0,10.6,0.14,10.7,5.0,5.7,2.14,5.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0594,595,200,,notorious,fox,50.0,66,tragedy,biography,1638.0,12514.0,20.4,19,40.5,19.0,21.5,2.13,20.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0595,596,200,True,observe and report,,51.0,40,comedy,comedy,2727.0,4040.0,24.0,0.87,24.9,18.0,6.9,1.38,11.0,,,http://boxofficemojo.com/movies/?id=observeandreport.htm,
movies-0596,597,200,,obsessed,sony,20.0,50,rivalry,drama,2514.0,11318.0,41.0,32.4,73.8,20.0,53.8,3.69,28.6,,,http://boxofficemojo.com/movies/?id=obsessed.htm,
movies-0597,598,200,True,old dogs,,5.0,49,comedy,comedy,3425.0,4933.0,9.4,48.1,57.6,35.0,22.6,1.65,16.9,,,http://boxofficemojo.com/movies/?id=olddogs.htm,
movies-0598,599,200,True,orphan,,55.0,65,escape,horror,2750.0,4681.0,68.3,5.5,75.8,30.0,45.8,2.53,12.8,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4328,
movies-0599,600,200,True,pandorum,,28.0,49,monster force,action,2506.0,1765.0,10.3,6.7,17.0,40.0,-23.0,0.43,4.4,,,http://www.the-numbers.com/movies/2009/pndrm.php,
movies-0600,601,200,,paranormal activity,independent,82.0,56,monster force,horror,760.0,25813.0,107.92,63.41,171.3,0.015,171.285,"11,420.00",19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0601,602,200,,paul blart: mall cop,sony,33.0,50,comedy,action,3144.0,10125.0,80.0,103.3,183.3,26.0,157.3,7.05,31.8,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0602,603,200,True,"pirate radio (the boat that rocked, uk)",,60.0,72,comedy,comedy,882.0,3293.0,33.3,2.2,36.3,50.0,-13.7,0.73,2.9,,,http://boxofficemojo.com/movies/?id=boatthatrocked.htm,
movies-0603,604,200,,planet 51,independent,22.0,45,comedy,animation,3035.0,4048.0,51.9,19.6,73.4,50.0,23.4,1.47,12.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0604,605,200,True,post grad,,7.0,31,maturation,comedy,1959.0,1354.0,6.38,0,6.38,15.0,-8.62,0.43,2.6,,,http://www.the-numbers.com/movies/2009/postg.php,
movies-0605,606,200,True,public enemies,,67.0,65,underdog,biography,3334.0,7580.0,97.1,117,214.1,102.5,111.6,2.09,25.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0606,607,200,True,push,,22.0,47,quest,action,2313.0,4358.0,31.7,12.6,44.4,38.0,6.4,1.17,10.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0607,608,200,True,race to witch mountain,,42.0,50,quest,action,3187.0,7651.0,67.17,37.93,105.1,50.0,55.1,2.1,24.4,,,http://www.the-numbers.com/movies/2009/wcmtn.php,
movies-0608,609,200,,saw vi,independent,40.0,67,escape,horror,3036.0,4650.0,31.8,17,49.3,11.0,38.3,4.48,14.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0609,610,200,,sherlock holmes,warner bros.,70.0,81,the riddle,action,3626.0,17183.0,197.6,197,394.6,90.0,304.6,4.38,62.3,,,http://boxofficemojo.com/movies/?id=sherlockholmes.htm,
movies-0610,611,200,True,sorority row,,22.0,38,pursuit,horror,2665.0,1899.0,11.97,1.6,13.56,12.5,1.06,1.08,5.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0611,612,200,,star trek,paramount,94.0,91,revenge,action,3849.0,19539.0,257.7,127.8,385.5,140.0,245.5,2.75,75.2,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0612,613,200,True,state of play,,84.0,71,the riddle,crime,2803.0,5020.0,37.02,51.32,88.3,60.0,28.3,1.47,14.1,,,http://www.the-numbers.com/movies/2009/stply.php,
movies-0613,614,200,True,street fighter: the legend of chun-li,,16.0,28,revenge,action,1136.0,4156.0,9.14,3.2,12.34,50.0,-37.66,0.25,4.7,,,http://www.the-numbers.com/movies/2009/strft.php,
movies-0614,615,200,True,sunshine cleaning,,72.0,59,transformation,comedy,,,12.1,2.5,14.6,5.0,9.6,2.92,0.9,,,http://www.the-numbers.com/movies/2009/suncl.php,
movies-0615,616,200,True,surrogates,,39.0,42,pursuit,action,2951.0,5050.0,73.3,24,99.4,80.0,19.4,1.24,14.9,,,http://boxofficemojo.com/movies/?id=surrogates.htm,
movies-0616,617,200,,taken,independent,58.0,83,pursuit,action,3183.0,7765.0,145.0,81.8,226.8,25.0,201.8,9.07,24.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0617,618,200,True,taking woodstock,,48.0,48,quest,comedy,1393.0,2482.0,7.5,2.5,9.9,29.0,-19.1,0.34,3.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0618,619,200,,terminator salvation,independent,33.0,64,monster force,action,3530.0,12056.0,125.3,246.7,372.0,200.0,172.0,1.86,42.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0619,620,200,,the blind side,independent,65.0,90,rags to riches,biography,3110.0,10971.0,255.8,39.3,295.1,29.0,266.1,10.18,34.1,best actress,,http://www.the-numbers.com/movies/2009/bldsd.php,
movies-0620,621,200,True,the box,,46.0,27,temptation,drama,2635.0,2873.0,15.1,11.3,26.34,25.0,1.34,1.05,7.6,,,http://www.the-numbers.com/movies/2009/thbox.php,
movies-0621,622,200,,fantastic mr. fox,fox,93.0,80,rivalry,animation,2033.0,3426.0,20.5,21.8,42.78,40.0,2.78,1.07,7.0,,,http://boxofficemojo.com/movies/?id=fantasticmrfox.htm,
movies-0622,623,200,,the final destination,warner bros.,29.0,52,escape,horror,3121.0,8782.0,66.5,86.1,152.6,40.0,112.6,3.82,27.4,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0623,624,200,True,the fourth kind,,18.0,44,monster force,mystery,2527.0,4840.0,26.22,5.5,31.72,10.0,21.72,3.17,12.2,,,http://www.boxofficemojo.com/movies/?id=traveling.htm,
movies-0624,625,200,,the hangover,warner bros.,79.0,87,comedy,comedy,3269.0,13759.0,277.3,190,467.3,35.0,432.3,13.35,45.0,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0625,626,200,True,the haunting in connecticut,,17.0,51,monster force,drama,2732.0,8420.0,42.7,33.8,76.8,30.0,46.8,2.56,23.0,,,http://www.the-numbers.com/interactive/newsstory.php?newsid=4064,
movies-0626,627,200,,the hurt locker,independent,97.0,83,quest,drama,4.0,36338.0,14.7,3.4,18.1,15.0,3.1,1.21,0.14,"best picture, director, original screenplay","film, director, original screenplay",http://www.the-numbers.com/movies/2009/hurtl.php,
movies-0627,628,200,True,the informant!,,78.0,42,comedy,comedy,2505.0,4177.0,13.7,20.8,35.5,22.0,13.5,1.61,10.5,,,http://www.the-numbers.com/movies/records/allbudgets.php,
movies-0628,629,200,True,the international,,58.0,39,the riddle,action,2364.0,3947.0,25.5,34.7,60.2,50.0,10.2,1.2,9.3,,,http://boxofficemojo.com/movies/?id=international.htm,
movies-0629,630,200,True,the invention of lying,,56.0,47,love,comedy,1707.0,4117.0,23.1,8.5,32.0,18.5,13.5,1.73,7.0,,,http://www.the-numbers.com/movies/records/allbudgets.php,
